0.00194935,6.99635e-07,0.124604,0.018955,0.000617298,-0.0322483,0.0322334,0.0134951
0.00199738,6.36838e-07,0.136397,0.0176938,0.000660923,-0.0622944,0.06228,0.00571119
0.00192011,7.23886e-07,0.147424,0.0172722,0.000618154,-0.0570618,0.0570469,0.00573541
0.00209382,7.09458e-07,0.122603,0.0174799,0.00062697,-0.0583873,0.058373,0.00587849
0.00265878,7.26743e-07,0.126179,0.0189098,0.000592864,-0.0395224,0.0395067,0.00594056
0.00200926,7.49796e-07,0.150439,0.0176189,0.000620884,-0.0428957,0.0428822,0.00582137
0.00190095,9.20254e-07,0.148637,0.0174674,0.000789132,-0.0238043,0.0237892,0.00574548
0.00200801,6.51417e-07,0.0631626,0.0173171,0.000642981,-0.0301379,0.0301227,0.00577683
0.00193793,6.17022e-07,0.0688326,0.0514,0.00229161,-0.0279391,0.0279235,0.0159553
0.0116309,7.64663e-07,0.11022,0.0173299,0.000758731,-0.0321808,0.0321701,0.00766646
0.00197921,1.07928e-06,0.0705014,0.0172123,0.000617749,-0.0403455,0.0403334,0.00621938
0.00210208,5.78078e-07,0.120144,0.0178499,0.000608626,-0.0464116,0.0463972,0.00594762
0.00191123,7.64646e-07,0.127769,0.0171049,0.00061733,-0.0532246,0.0532097,0.0060088
0.00229743,9.29102e-07,0.0993957,0.0171908,0.000626115,-0.0506002,0.050585,0.00607744
0.00232594,6.64385e-07,0.0824517,0.0163844,0.000619465,-0.0463339,0.0463173,0.00609566
0.0019407,7.21435e-07,0.12008,0.0169393,0.000606772,-0.0403551,0.0403387,0.0061475
0.00195413,6.99389e-07,0.116017,0.0176272,0.000670658,-0.0544501,0.0544337,0.00761448
0.0021185,7.27743e-07,0.113245,0.01637,0.000620313,-0.0420901,0.0420747,0.00629888
0.00198895,7.66254e-07,0.120021,0.0168351,0.000627284,-0.0446121,0.0445982,0.00846633
0.00199618,7.29926e-07,0.150243,0.0212004,0.000596747,-0.0284338,0.0284115,0.00636523
0.00208254,6.88983e-07,0.0612134,0.0168387,0.000608142,-0.0205663,0.0205523,0.00629543
0.00198002,1.11925e-06,0.106149,0.0168347,0.000602915,-0.041205,0.0411945,0.00646662
0.00210831,9.01506e-07,0.0957845,0.0167069,0.00755787,-0.0599481,0.0599295,0.0142064
0.0019354,7.40595e-07,0.0719628,0.0184274,0.000625519,-0.0403541,0.0403455,0.00661283
0.00363397,7.41938e-07,0.0626015,0.0170254,0.000604106,-0.0283227,0.0283067,0.00626572
0.00191501,8.18247e-07,0.100723,0.0168815,0.000619816,-0.058492,0.0584749,0.00667315
0.01724,8.07625e-07,0.0736801,0.0171744,0.0043059,-0.0396663,0.0396545,0.00664983
0.00193779,6.42382e-07,0.0707048,0.0170785,0.000629599,-0.0491232,0.0491154,0.00670257
0.00192407,7.95188e-07,0.0752673,0.0177088,0.000632792,-0.038485,0.0384743,0.00672457
0.0019705,8.73793e-07,0.170374,0.0648815,0.000936114,-0.0383865,0.0383674,0.0365286
0.0434738,9.57652e-07,0.161901,0.0860092,0.00814139,-0.0513642,0.0513466,0.0139226
0.0170704,9.57302e-07,0.161614,0.0599586,0.0055834,-0.0333682,0.0333555,0.0279096
0.0286297,1.06013e-06,0.177447,0.0545538,0.00613356,-0.027695,0.0276774,0.0236421
0.0216258,9.77341e-07,0.131272,0.0642503,0.000893359,-0.0478703,0.0478544,0.0296586
0.0144321,7.89702e-07,0.0960451,0.0729916,0.0084447,-0.046029,0.0459858,0.0232131
0.0153946,1.52165e-06,0.14797,0.0626074,0.00388671,-0.0373458,0.0373279,0.0235876
0.00274266,1.0045e-06,0.154006,0.0592935,0.00678852,-0.039695,0.0396798,0.0201107
0.0218011,1.04911e-06,0.149941,0.103029,0.0141443,-0.0495101,0.0494963,0.0323279
0.0102693,1.25835e-06,0.140696,0.0354088,0.007688,-0.0391501,0.0391306,0.020149
0.00271829,7.73996e-07,0.080313,0.0181116,0.000691596,-0.0326777,0.0326677,0.00829357
0.00203462,6.59718e-07,0.0809447,0.0312349,0.0063441,-0.0350461,0.035032,0.0134724
0.00236519,9.48944e-07,0.0864502,0.0273464,0.000704765,-0.0249319,0.0249165,0.0144955
0.015138,7.96743e-07,0.0976679,0.080802,0.00060739,-0.0291585,0.029144,0.00807688
0.0137654,1.21903e-06,0.0901937,0.0607665,0.000638917,-0.023575,0.0235599,0.00857239
0.00210158,9.22793e-07,0.0684114,0.0185526,0.000585244,-0.0205294,0.020514,0.0075849
0.00373406,7.74315e-07,0.0870345,0.02003,0.00073409,-0.0407847,0.0407746,0.00736754
0.00362159,1.16902e-06,0.0788902,0.0175789,0.000623908,-0.0286479,0.028638,0.00729492
0.00196687,1.22293e-06,0.0614791,0.0165499,0.000620826,-0.0256333,0.0256191,0.00694459
0.00215501,6.30842e-07,0.0690569,0.0375321,0.000782302,-0.0218036,0.0217895,0.00741925
0.00982589,7.4072e-07,0.112544,0.0258892,0.000615337,-0.0459185,0.0459023,0.00730486
0.00221309,6.66105e-07,0.0690651,0.0180879,0.000645806,-0.0268794,0.0268693,0.0074295
0.00195195,7.78673e-07,0.0697334,0.0167263,0.00151901,-0.0245336,0.0245231,0.00713984
0.00387086,6.2339e-07,0.06048,0.0163574,0.000667612,-0.0246593,0.0246469,0.00720423
0.0021292,6.53835e-07,0.0895809,0.0164772,0.000608505,-0.043717,0.0437069,0.0071724
0.00217049,7.49851e-07,0.100339,0.016704,0.000619289,-0.0429564,0.0429459,0.00731518
0.00194169,7.15054e-07,0.130384,0.0165019,0.000662516,-0.0509539,0.0509399,0.00761658
0.00232892,7.26744e-07,0.103674,0.0199022,0.000620407,-0.0409763,0.0409599,0.00796018
0.0020025,7.65996e-07,0.103908,0.0248362,0.000708649,-0.0472305,0.0472163,0.00746556
0.00209506,7.58084e-07,0.111892,0.0179489,0.000998327,-0.0464905,0.0464779,0.00751843
0.00218322,8.3423e-07,0.0886506,0.0168526,0.000628145,-0.0435862,0.0435726,0.0075231
0.00194015,7.55833e-07,0.122632,0.017333,0.000617937,-0.0409405,0.0409242,0.00751413
0.00194248,7.41606e-07,0.160227,0.0174649,0.000607867,-0.045298,0.045282,0.00754935
0.00196753,6.82567e-07,0.128337,0.018289,0.000619632,-0.0487679,0.0487518,0.00753995
0.00212749,7.47904e-07,0.0989593,0.0173333,0.000611439,-0.0263658,0.0263505,0.00732863
0.00188321,7.59313e-07,0.142248,0.0173263,0.000631288,-0.0472261,0.0472118,0.00760273
0.00194463,7.65498e-07,0.139249,0.0179949,0.000615622,-0.0288167,0.0288024,0.00795544
0.00257421,7.34882e-07,0.12721,0.0171026,0.000615751,-0.0541839,0.0541686,0.00786955
0.00191271,1.01962e-06,0.0968482,0.0166463,0.000682305,-0.054021,0.0540062,0.00770957
0.00222987,7.74411e-07,0.133718,0.0168912,0.000616964,-0.054023,0.0540145,0.00772168
0.00283751,6.38187e-07,0.0673105,0.0164623,0.000610652,-0.0378715,0.0378564,0.00744144
0.00191351,6.15798e-07,0.0979149,0.0170835,0.000627202,-0.0391107,0.0390965,0.0078385
0.00497631,6.74461e-07,0.0731253,0.0169757,0.000638788,-0.023378,0.0233662,0.0074635
0.01806,8.11323e-07,0.0712105,0.0363134,0.0022266,-0.0497299,0.0497119,0.0158688
0.00194605,7.27882e-07,0.129973,0.0184078,0.00714693,-0.0350557,0.0350393,0.00820246
0.00210077,1.35358e-06,0.118248,0.0591974,0.000609784,-0.0431585,0.0431429,0.00778857
0.00204061,7.59119e-07,0.131046,0.0170199,0.000726267,-0.0496901,0.0496757,0.0109528
0.00202818,8.91479e-07,0.110727,0.0178967,0.000614532,-0.0445644,0.0445493,0.00782254
0.00193065,7.19948e-07,0.129558,0.0173326,0.000613881,-0.0453845,0.0453698,0.00798397
0.00233809,1.06403e-06,0.100095,0.0165027,0.000614875,-0.0572078,0.057195,0.00836445
0.00193854,7.70068e-07,0.101194,0.0173216,0.000618838,-0.0408366,0.0408231,0.00788274
0.0204486,8.36416e-07,0.135394,0.0177396,0.000776708,-0.0408588,0.0408448,0.00822032
0.00204351,6.75037e-07,0.0711686,0.0191506,0.000623366,-0.0379272,0.0379117,0.00898324
0.00199938,6.95282e-07,0.113903,0.017234,0.000620831,-0.0367303,0.0367153,0.00810491
0.00196005,7.34691e-07,0.115881,0.0172016,0.0006587,-0.0476083,0.0475939,0.00801462
0.00214817,8.82826e-07,0.117792,0.0237701,0.000636712,-0.0335889,0.0335753,0.00765378
0.00284938,6.39161e-07,0.071817,0.0518316,0.000624814,-0.0255517,0.0255352,0.00817551
0.00190127,6.69518e-07,0.128583,0.0174929,0.000668419,-0.0355532,0.0355386,0.0250308
0.00209869,6.24478e-07,0.0861912,0.0165348,0.00204023,-0.0387242,0.0387112,0.0166715
0.00195881,7.44835e-07,0.0919915,0.0233418,0.000625783,-0.0485889,0.0485785,0.00984329
0.00217766,7.68768e-07,0.0645427,0.0166686,0.000603587,-0.0364127,0.0363965,0.00782446
0.00195105,1.06159e-06,0.0624449,0.0163898,0.000836107,-0.0225072,0.0224975,0.00775083
0.00211836,6.69208e-07,0.073149,0.016489,0.000608262,-0.0242087,0.0241959,0.00765106
0.00194414,7.10578e-07,0.0753291,0.0163129,0.000622247,-0.035392,0.0353795,0.00807585
0.00213363,8.1859e-07,0.0930411,0.016525,0.000618833,-0.0244327,0.0244201,0.00787067
0.00207931,6.63097e-07,0.0781045,0.0177599,0.000619263,-0.0372194,0.0372092,0.0082109
0.00192521,8.94409e-07,0.114356,0.0165858,0.000622918,-0.0488364,0.0488226,0.00786869
0.00194679,8.08835e-07,0.0666009,0.0189795,0.000613166,-0.0408613,0.0408498,0.00799771
0.00204915,6.92821e-07,0.141724,0.0162926,0.000623976,-0.0348244,0.0348083,0.00806363
